discharge,accumalted current ,SOC,,,charge ,accumalted current,SOC,,,,,,
-272.6,-1565026.4,77.70514993,,,242.4,,,,,,,,
-262.5,-1565288.9,77.71818332,,,242.2,,,,,,,,
-212.5,-1565501.4,77.72873416,,,241.1,,,,,,,,
-211,-1565712.4,77.73921052,,,242,,,,,,,,
-274.1,-1565986.5,77.75281987,,,241.4,,,,,,,,
-202,-1566188.5,77.76284937,,,268.4,,,,,,,,
-209.4,-1566397.9,77.7732463,,,269,,,,,,,,
-334,-1566731.9,77.78982973,,,241.7,,,,,,,,
-272.6,-1567004.5,77.8033646,,,268.7,,,,,,,,
-240,-1567244.5,77.81528084,,,239.1,,,,,,,,
-295.3,-1567539.8,77.82994279,,,239,,,,,,,,
-281.9,-1567821.7,77.84393941,,,268.9,,,,,,,,
-281.4,-1568103.1,77.85791121,,,239.2,,,,,,,,
-265.6,-1568368.7,77.87109852,,,241.8,,,,,,,,
-316.2,-1568684.9,77.88679817,,,249,,,,,,,,
-266.8,-1568951.7,77.90004506,,,240.6,,,,,,,,
-137.6,-1569089.3,77.90687704,,,241.3,,,,,,,,
-203.6,-1569292.9,77.91698598,,,269.5,,,,,,,,
-266.6,-1569559.5,77.93022295,,,239,,,,,,,,
-351.3,-1569910.8,77.94766535,,,241.3,,,,,,,,
-255.4,-1570166.2,77.96034622,,,240.3,,,,,,,,
-271.5,-1570437.7,77.97382647,,,240.3,,,,,,,,
-273.7,-1570711.4,77.98741595,,,241.8,,,,,,,,
-195.6,-1570907,77.99712769,,,258.7,,,,,,,,
-280.2,-1571187.2,78.0110399,,,255.6,,,,,,,,
-271.9,-1571459.1,78.02454001,,,241.4,,,,,,,,
-274.4,-1571733.5,78.03816425,,,268.1,,,,,,,,
-199.2,-1571932.7,78.04805474,,,240.5,,,,,,,,
-280.4,-1572213.1,78.06197688,,,269.6,,,,,,,,
-203.4,-1572416.5,78.0720759,,,239.3,,,,,,,,
-265,-1572681.5,78.08523342,,,241.4,,,,,,,,
-222,-1572903.5,78.09625594,,,238.3,,,,,,,,
-265,-1573168.5,78.10941346,,,270.1,,,,,,,,
-266.7,-1573435.2,78.12265539,,,268.3,,,,,,,,
-226.4,-1573661.6,78.13389638,,,270.7,,,,,,,,
-207.1,-1573868.7,78.1441791,,,238.1,,,,,,,,
-260.8,-1574129.5,78.15712809,,,240.4,,,,,,,,
-194.2,-1574323.7,78.16677031,,,241,,,,,,,,
-205.9,-1574529.6,78.17699346,,,238.1,,,,,,,,
-273.4,-1574803,78.19056804,,,238.2,,,,,,,,
-251.8,-1575054.8,78.20307017,,,241.6,,,,,,,,
-270,-1575324.8,78.21647594,,,241.4,,,,,,,,
-279,-1575603.8,78.23032858,,,241.3,,,,,,,,
-238.4,-1575842.2,78.24216538,,,238.3,,,,,,,,
-265.5,-1576107.7,78.25534772,,,241.6,,,,,,,,
-208.6,-1576316.3,78.26570493,,,269,,,,,,,,
-222.9,-1576539.2,78.27677214,,,269.6,,,,,,,,
-263.2,-1576802.4,78.28984029,,,240.5,,,,,,,,
-211.3,-1577013.7,78.30033154,,,270.6,,,,,,,,
-191.2,-1577204.9,78.30982482,,,269.5,,,,,,,,
-250.5,-1577455.4,78.3222624,,,239.6,,,,,,,,
-264.6,-1577720,78.33540006,,,262.4,,,,,,,,
-242.6,-1577962.6,78.34744539,,,247.8,,,,,,,,
-246.4,-1578209,78.3596794,,,254.9,,,,,,,,
-336.4,-1578545.4,78.376382,,,244.1,,,,,,,,
-204,-1578749.4,78.38651081,,,268.4,,,,,,,,
-270.7,-1579020.1,78.39995134,,,269.3,,,,,,,,
-263.6,-1579283.7,78.41303935,,,241,,,,,,,,
-210.6,-1579494.3,78.42349585,,,242.5,,,,,,,,
-205.5,-1579699.8,78.43369914,,,240.3,,,,,,,,
-266.3,-1579966.1,78.4469212,,,239.1,,,,,,,,
-273.2,-1580239.3,78.46048586,,,239.1,,,,,,,,
-189.8,-1580429.1,78.46990962,,,247.6,,,,,,,,
-271.5,-1580700.6,78.48338987,,,251.5,,,,,,,,
-321,-1581021.6,78.49932785,,,240.1,,,,,,,,
-261.6,-1581283.2,78.51231656,,,250.7,,,,,,,,
-251.6,-1581534.8,78.52480875,,,239.9,,,,,,,,
-262.6,-1581797.4,78.53784711,,,239.4,,,,,,,,
-262.3,-1582059.7,78.55087057,,,264.5,,,,,,,,
-204.5,-1582264.2,78.5610242,,,267.4,,,,,,,,
-232.7,-1582496.9,78.57257799,,,269.8,,,,,,,,
-277.6,-1582774.5,78.58636111,,,240.4,,,,,,,,
-277.2,-1583051.7,78.60012438,,,239.2,,,,,,,,
-188.7,-1583240.4,78.60949352,,,239.7,,,,,,,,
-343.8,-1583584.2,78.62656354,,,239.8,,,,,,,,
-203.9,-1583788.1,78.63668738,,,237.3,,,,,,,,
-270.5,-1584058.6,78.65011798,,,240.4,,,,,,,,
-249.7,-1584308.3,78.66251584,,,267.7,,,,,,,,
-262.7,-1584571,78.67555916,,,249,,,,,,,,
-261.1,-1584832.1,78.68852304,,,239.8,,,,,,,,
-198.1,-1585030.2,78.69835891,,,258.1,,,,,,,,
-261,-1585291.2,78.71131782,,,263.1,,,,,,,,
-248.6,-1585539.8,78.72366107,,,242.4,,,,,,,,
-267.1,-1585806.9,78.73692285,,,239.7,,,,,,,,
-266.8,-1586073.7,78.75016974,,,240.2,,,,,,,,
-260,-1586333.7,78.76307901,,,269.3,,,,,,,,
-332.7,-1586666.4,78.7795979,,,237.3,,,,,,,,
-193.8,-1586860.2,78.78922027,,,241.1,,,,,,,,
-266.9,-1587127.1,78.80247212,,,240.5,,,,,,,,
-244.3,-1587371.4,78.81460187,,,263,,,,,,,,
-267.8,-1587639.2,78.82789841,,,239.4,,,,,,,,
-242.2,-1587881.4,78.83992388,,,241.3,,,,,,,,
-323.7,-1588205.1,78.85599592,,,245,,,,,,,,
-266.1,-1588471.2,78.86920805,,,247.1,,,,,,,,
-268.6,-1588739.8,78.88254432,,,254.6,,,,,,,,
-334.3,-1589074.1,78.89914265,,,267.1,,,,,,,,
-257.8,-1589331.9,78.91194268,,,252.8,,,,,,,,
-242.3,-1589574.2,78.92397312,,,250.8,,,,,,,,
-192.8,-1589767,78.93354584,,,246.7,,,,,,,,
-247.7,-1590014.7,78.9458444,,,241.6,,,,,,,,
-237.3,-1590252,78.95762658,,,236.9,,,,,,,,
-333.3,-1590585.3,78.97417527,,,268.8,,,,,,,,
-260.7,-1590846,78.98711929,,,267.5,,,,,,,,
-261.9,-1591107.9,79.00012289,,,235.8,,,,,,,,
-192.9,-1591300.8,79.00970057,,,237.2,,,,,,,,
-261.5,-1591562.3,79.02268431,,,236.7,,,,,,,,
-318.6,-1591880.9,79.03850312,,,268.1,,,,,,,,
-260.5,-1592141.4,79.05143721,,,266.1,,,,,,,,
-261.5,-1592402.9,79.06442095,,,253,,,,,,,,
-186.2,-1592589.1,79.07366597,,,236.7,,,,,,,,
-333.9,-1592923,79.09024444,,,264.8,,,,,,,,
-263.2,-1593186.2,79.10331259,,,236.7,,,,,,,,
-266.9,-1593453.1,79.11656445,,,239.7,,,,,,,,
-266.7,-1593719.8,79.12980637,,,267.9,,,,,,,,
-268.1,-1593987.9,79.14311781,,,267.9,,,,,,,,
-333,-1594320.9,79.1596516,,,268.6,,,,,,,,
-200.9,-1594521.8,79.16962649,,,267.8,,,,,,,,
-257.6,-1594779.4,79.18241659,,,239.2,,,,,,,,
-234.2,-1595013.6,79.19404486,,,268.3,,,,,,,,
-204,-1595217.6,79.20417366,,,266.7,,,,,,,,
-273.4,-1595491,79.21774825,,,263,,,,,,,,
-184.2,-1595675.2,79.22689397,,,250.3,,,,,,,,
-247.8,-1595923,79.23919749,,,263,,,,,,,,
-256.1,-1596179.1,79.25191312,,,235.4,,,,,,,,
-256.5,-1596435.6,79.2646486,,,239.6,,,,,,,,
-276.3,-1596711.9,79.27836718,,,238.1,,,,,,,,
-267.9,-1596979.8,79.29166868,,,237.6,,,,,,,,
-256.7,-1597236.5,79.3044141,,,237.6,,,,,,,,
-253.6,-1597490.1,79.3170056,,,241.8,,,,,,,,
-256.8,-1597746.9,79.32975598,,,237.9,,,,,,,,
-188.4,-1597935.3,79.33911023,,,254.6,,,,,,,,
-187,-1598122.3,79.34839497,,,253.3,,,,,,,,
-200.8,-1598323.1,79.35836489,,,237.6,,,,,,,,
-259.5,-1598582.6,79.37124933,,,266.5,,,,,,,,
-183.2,-1598765.8,79.3803454,,,238.4,,,,,,,,
-209.6,-1598975.4,79.39075225,,,237.3,,,,,,,,
-269,-1599244.4,79.40410837,,,237.8,,,,,,,,
-199.2,-1599443.6,79.41399886,,,237.4,,,,,,,,
-264.1,-1599707.7,79.42711169,,,267.3,,,,,,,,
-236.3,-1599944,79.43884422,,,236,,,,,,,,
-255.9,-1600199.9,79.45154992,,,243.9,,,,,,,,
-272.6,-1600472.5,79.46508479,,,250.1,,,,,,,,
-254.6,-1600727.1,79.47772593,,,245.8,,,,,,,,
-259,-1600986.1,79.49058555,,,235.5,,,,,,,,
-327.5,-1601313.6,79.50684625,,,237.7,,,,,,,,
-182,-1601495.6,79.51588274,,,234.9,,,,,,,,
-253.5,-1601749.1,79.52846927,,,234,,,,,,,,
-257,-1602006.1,79.54122958,,,266.6,,,,,,,,
-255.1,-1602261.2,79.55389556,,,238.9,,,,,,,,
-315.4,-1602576.6,79.56955549,,,262.3,,,,,,,,
-242.1,-1602818.7,79.581576,,,237.2,,,,,,,,
-330.3,-1603149,79.59797573,,,260.8,,,,,,,,
-253.3,-1603402.3,79.61055233,,,242.8,,,,,,,,
-243.4,-1603645.7,79.62263739,,,254.3,,,,,,,,
-242.6,-1603888.3,79.63468272,,,249.8,,,,,,,,
-186.8,-1604075.1,79.64395753,,,236.9,,,,,,,,
-248.1,-1604323.2,79.65627595,,,257.3,,,,,,,,
-192,-1604515.2,79.66580895,,,265.3,,,,,,,,
-222.9,-1604738.1,79.67687616,,,249.1,,,,,,,,
-197.2,-1604935.3,79.68666734,,,265,,,,,,,,
-184.1,-1605119.4,79.69580809,,,239.3,,,,,,,,
-197.8,-1605317.2,79.70562906,,,266.8,,,,,,,,
-254.6,-1605571.8,79.71827021,,,234.6,,,,,,,,
-256.2,-1605828,79.7309908,,,233.6,,,,,,,,
-253.9,-1606081.9,79.74359719,,,237.3,,,,,,,,
-253.1,-1606335,79.75616386,,,234.2,,,,,,,,
-261.6,-1606596.6,79.76915257,,,234,,,,,,,,
-252.6,-1606849.2,79.78169442,,,263.7,,,,,,,,
-256.6,-1607105.8,79.79443487,,,237.6,,,,,,,,
-320.9,-1607426.7,79.81036788,,,234.9,,,,,,,,
-252.4,-1607679.1,79.82289979,,,233.5,,,,,,,,
-195.4,-1607874.5,79.8326016,,,265.7,,,,,,,,
-254,-1608128.5,79.84521296,,,235.5,,,,,,,,
-252.1,-1608380.6,79.85772998,,,263.7,,,,,,,,
-252.5,-1608633.1,79.87026686,,,235.5,,,,,,,,
-262.5,-1608895.6,79.88330025,,,263,,,,,,,,
-254.9,-1609150.5,79.8959563,,,234.3,,,,,,,,
-238.7,-1609389.2,79.90780799,,,266.2,,,,,,,,
-338.8,-1609728,79.92462976,,,233.7,,,,,,,,
-252.4,-1609980.4,79.93716167,,,234.5,,,,,,,,
-199.3,-1610179.7,79.94705712,,,259.5,,,,,,,,
-252.2,-1610431.9,79.95957911,,,241.4,,,,,,,,
-252.8,-1610684.7,79.97213089,,,264.7,,,,,,,,
-252.3,-1610937,79.98465784,,,249.2,,,,,,,,
-250.9,-1611187.9,79.99711528,,,264.1,,,,,,,,
-252,-1611439.9,80.00962733,,,236.5,,,,,,,,
-252.4,-1611692.3,80.02215925,,,257.3,,,,,,,,
-253.6,-1611945.9,80.03475075,,,236.1,,,,,,,,
-251.8,-1612197.7,80.04725287,,,240.5,,,,,,,,
-251.6,-1612449.3,80.05974507,,,249.3,,,,,,,,
-251.1,-1612700.4,80.07221244,,,257,,,,,,,,
-250.1,-1612950.5,80.08463016,,,237.1,,,,,,,,
-273.7,-1613224.2,80.09821964,,,233.6,,,,,,,,
-171.4,-1613395.6,80.10672982,,,235,,,,,,,,
-249.6,-1613645.2,80.11912272,,,263.2,,,,,,,,
-250.4,-1613895.6,80.13155533,,,243.3,,,,,,,,
-249.2,-1614144.8,80.14392836,,,244.2,,,,,,,,
-251.2,-1614396,80.1564007,,,264.1,,,,,,,,
-203.1,-1614599.1,80.16648482,,,232.1,,,,,,,,
-249.2,-1614848.3,80.17885785,,,236.3,,,,,,,,
-249.2,-1615097.5,80.19123089,,,263.5,,,,,,,,
-250.4,-1615347.9,80.2036635,,,235.9,,,,,,,,
-250,-1615597.9,80.21607625,,,235.6,,,,,,,,
-249.7,-1615847.6,80.22847411,,,250.6,,,,,,,,
-250.8,-1616098.4,80.24092659,,,249.2,,,,,,,,
-250.3,-1616348.7,80.25335424,,,247.9,,,,,,,,
-249.1,-1616597.8,80.2657223,,,262.9,,,,,,,,
-249.1,-1616846.9,80.27809037,,,249.5,,,,,,,,
-248.6,-1617095.5,80.29043361,,,264.3,,,,,,,,
-248.7,-1617344.2,80.30278182,,,264.5,,,,,,,,
-248.5,-1617592.7,80.3151201,,,235.3,,,,,,,,
-249.5,-1617842.2,80.32750803,,,235.3,,,,,,,,
-249.5,-1618091.7,80.33989596,,,234.9,,,,,,,,
-252.2,-1618343.9,80.35241794,,,235.2,,,,,,,,
-248.5,-1618592.4,80.36475622,,,264.1,,,,,,,,
-249.3,-1618841.7,80.37713422,,,231.9,,,,,,,,
-249.6,-1619091.3,80.38952711,,,264.1,,,,,,,,
-248.9,-1619340.2,80.40188525,,,233.2,,,,,,,,
-249.2,-1619589.4,80.41425828,,,263.9,,,,,,,,
-247.9,-1619837.3,80.42656677,,,261.3,,,,,,,,
-249,-1620086.3,80.43892987,,,242.7,,,,,,,,
-249.6,-1620335.9,80.45132277,,,254.7,,,,,,,,
-248.5,-1620584.4,80.46366104,,,234.9,,,,,,,,
-248.2,-1620832.6,80.47598442,,,247.8,,,,,,,,
-247.7,-1621080.3,80.48828298,,,252.3,,,,,,,,
-188.4,-1621268.7,80.49763723,,,234.7,,,,,,,,
-248,-1621516.7,80.50995068,,,261.8,,,,,,,,
-279.4,-1621796.1,80.52382318,,,234,,,,,,,,
-246.7,-1622042.8,80.53607208,,,234.9,,,,,,,,
-243.9,-1622286.7,80.54818197,,,259.4,,,,,,,,
-204.2,-1622490.9,80.5583207,,,261.5,,,,,,,,
-246,-1622736.9,80.57053485,,,260.8,,,,,,,,
-247,-1622983.9,80.58279865,,,264.6,,,,,,,,
-246.9,-1623230.8,80.59505749,,,261.1,,,,,,,,
-237.3,-1623468.1,80.60683968,,,261.3,,,,,,,,
-298.1,-1623766.2,80.62164064,,,232.4,,,,,,,,
-308.8,-1624075,80.63697288,,,233.6,,,,,,,,
-247.5,-1624322.5,80.6492615,,,254.4,,,,,,,,
-246.8,-1624569.3,80.66151537,,,244,,,,,,,,
-246.5,-1624815.8,80.67375435,,,250.8,,,,,,,,
-247,-1625062.8,80.68601815,,,261.4,,,,,,,,
-236.3,-1625299.1,80.69775068,,,233.3,,,,,,,,
-176.8,-1625475.9,80.70652898,,,232.7,,,,,,,,
-236.4,-1625712.3,80.71826648,,,260.7,,,,,,,,
-246.8,-1625959.1,80.73052036,,,234.1,,,,,,,,
-244.5,-1626203.6,80.74266003,,,262.4,,,,,,,,
-244.2,-1626447.8,80.75478481,,,263.1,,,,,,,,
-246,-1626693.8,80.76699896,,,263.2,,,,,,,,
-259,-1626952.8,80.77985857,,,261.3,,,,,,,,
-179.6,-1627132.4,80.78877589,,,260.8,,,,,,,,
-228.1,-1627360.5,80.80010129,,,242.2,,,,,,,,
-316.8,-1627677.3,80.81583073,,,259.7,,,,,,,,
-182.7,-1627860,80.82490197,,,260.6,,,,,,,,
-292.7,-1628152.7,80.83943482,,,259.9,,,,,,,,
-245.9,-1628398.6,80.85164401,,,260.6,,,,,,,,
-236.5,-1628635.1,80.86338647,,,260.5,,,,,,,,
-185.9,-1628821,80.8726166,,,248.6,,,,,,,,
-189.4,-1629010.4,80.8820205,,,242.9,,,,,,,,
-328.3,-1629338.7,80.89832093,,,260.4,,,,,,,,
-259.6,-1629598.3,80.91121033,,,262.2,,,,,,,,
-244.4,-1629842.7,80.92334504,,,261.6,,,,,,,,
-245.7,-1630088.4,80.93554429,,,255.9,,,,,,,,
-310.7,-1630399.1,80.95097086,,,260.2,,,,,,,,
-309.6,-1630708.7,80.96634282,,,230.4,,,,,,,,
-244.6,-1630953.3,80.97848746,,,259.5,,,,,,,,
-242.3,-1631195.6,80.9905179,,,260,,,,,,,,
-169.3,-1631364.9,80.99892381,,,262.8,,,,,,,,
-327.2,-1631692.1,81.01516963,,,261.7,,,,,,,,
-174.5,-1631866.6,81.02383373,,,259.2,,,,,,,,
-176.8,-1632043.4,81.03261203,,,259.1,,,,,,,,
-261.7,-1632305.1,81.0456057,,,259.5,,,,,,,,
-187.9,-1632493,81.05493512,,,259.4,,,,,,,,
-241.8,-1632734.8,81.06694074,,,232,,,,,,,,
-244.1,-1632978.9,81.07906055,,,231.7,,,,,,,,
-244.2,-1633223.1,81.09118533,,,259.2,,,,,,,,
-234.8,-1633457.9,81.10284339,,,232.3,,,,,,,,
-243.1,-1633701,81.11491355,,,259.7,,,,,,,,
-237.9,-1633938.9,81.12672553,,,261.4,,,,,,,,
-159.2,-1634098.1,81.13462997,,,261.7,,,,,,,,
-315.2,-1634413.3,81.15027997,,,228.7,,,,,,,,
-319.9,-1634733.2,81.16616333,,,258.2,,,,,,,,
-257.6,-1634990.8,81.17895343,,,232.3,,,,,,,,
-242,-1635232.8,81.19096898,,,231,,,,,,,,
-254.2,-1635487,81.20359026,,,259.1,,,,,,,,
-223.4,-1635710.4,81.2146823,,,259,,,,,,,,
-175.1,-1635885.5,81.22337619,,,232.8,,,,,,,,
-257.6,-1636143.1,81.2361663,,,259.5,,,,,,,,
-256.2,-1636399.3,81.24888689,,,228.7,,,,,,,,
-239.8,-1636639.1,81.2607932,,,260,,,,,,,,
-234.2,-1636873.3,81.27242147,,,260,,,,,,,,
-262.8,-1637136.1,81.28546975,,,243.1,,,,,,,,
-303.9,-1637440,81.3005587,,,256.2,,,,,,,,
-254.6,-1637694.6,81.31319985,,,234.3,,,,,,,,
-298.6,-1637993.2,81.32802564,,,258.6,,,,,,,,
-316.3,-1638309.5,81.34373026,,,260.7,,,,,,,,
-237.2,-1638546.7,81.35550748,,,230.1,,,,,,,,
-301.9,-1638848.6,81.37049712,,,259,,,,,,,,
-314.7,-1639163.3,81.38612229,,,243.1,,,,,,,,
-225.6,-1639388.9,81.39732356,,,255.8,,,,,,,,
-307,-1639695.9,81.41256642,,,258.9,,,,,,,,
-245.4,-1639941.3,81.42475078,,,258.1,,,,,,,,
-240.9,-1640182.2,81.43671171,,,227.9,,,,,,,,
-239,-1640421.2,81.44857831,,,258,,,,,,,,
-270.3,-1640691.5,81.46199897,,,248.6,,,,,,,,
-241.1,-1640932.6,81.47396983,,,243.7,,,,,,,,
-237.4,-1641170,81.48575699,,,257.4,,,,,,,,
-237.7,-1641407.7,81.49755903,,,259.5,,,,,,,,
-237.6,-1641645.3,81.50935611,,,231.1,,,,,,,,
-237.7,-1641883,81.52115816,,,245.4,,,,,,,,
-239.2,-1642122.2,81.53303468,,,257.1,,,,,,,,
-238.5,-1642360.7,81.54487645,,,260.1,,,,,,,,
-236.7,-1642597.4,81.55662885,,,260.3,,,,,,,,
-168.7,-1642766.1,81.56500497,,,257.5,,,,,,,,
-296.3,-1643062.4,81.57971657,,,257.6,,,,,,,,
-250.9,-1643313.3,81.59217401,,,257.5,,,,,,,,
-250.7,-1643564,81.60462152,,,258.5,,,,,,,,
-230.5,-1643794.5,81.61606608,,,236.2,,,,,,,,
-280.1,-1644074.6,81.62997332,,,259.3,,,,,,,,
-242.4,-1644317,81.64200873,,,260,,,,,,,,
-312.1,-1644629.1,81.65750481,,,226.9,,,,,,,,
-285.2,-1644914.3,81.67166528,,,257.2,,,,,,,,
-237.2,-1645151.5,81.6834425,,,257.5,,,,,,,,
-296.5,-1645448,81.69816403,,,250.7,,,,,,,,
-231.5,-1645679.5,81.70965824,,,239.5,,,,,,,,
-302.4,-1645981.9,81.72467271,,,257.2,,,,,,,,
-233.2,-1646215.1,81.73625132,,,243.8,,,,,,,,
-164.8,-1646379.9,81.74443381,,,251.1,,,,,,,,
-311.6,-1646691.5,81.75990507,,,229.4,,,,,,,,
-222,-1646913.5,81.77092759,,,229.3,,,,,,,,
-311.3,-1647224.8,81.78638395,,,257.5,,,,,,,,
-249.7,-1647474.5,81.79878181,,,257.3,,,,,,,,
-296.1,-1647770.6,81.81348348,,,257.2,,,,,,,,
-249.8,-1648020.4,81.8258863,,,245.1,,,,,,,,
-297.2,-1648317.6,81.84064258,,,235.3,,,,,,,,
-262.9,-1648580.5,81.85369584,,,253.1,,,,,,,,
-296.3,-1648876.8,81.86840743,,,251.2,,,,,,,,
-234,-1649110.8,81.88002577,,,256.8,,,,,,,,
-237,-1649347.8,81.89179306,,,241.6,,,,,,,,
-166.6,-1649514.4,81.90006492,,,228.6,,,,,,,,
-294.1,-1649808.5,81.91466728,,,257.3,,,,,,,,
-231.5,-1650040,81.92616149,,,258.3,,,,,,,,
-303.1,-1650343.1,81.94121072,,,258.8,,,,,,,,
-162.7,-1650505.8,81.94928894,,,229.2,,,,,,,,
-222.6,-1650728.4,81.96034125,,,229.3,,,,,,,,
-297.7,-1651026.1,81.97512236,,,256.4,,,,,,,,
-293.4,-1651319.5,81.98968997,,,255.7,,,,,,,,
-243.6,-1651563.1,82.00178495,,,256.8,,,,,,,,
-256.1,-1651819.2,82.01450058,,,256.4,,,,,,,,
-269.8,-1652089,82.02789642,,,257.1,,,,,,,,
-227.6,-1652316.6,82.03919699,,,241.5,,,,,,,,
-310.6,-1652627.2,82.0546186,,,256.4,,,,,,,,
-219,-1652846.2,82.06549217,,,228.6,,,,,,,,
-161.8,-1653008,82.07352571,,,256.9,,,,,,,,
-219,-1653227,82.08439928,,,257,,,,,,,,
-231.3,-1653458.3,82.09588356,,,256.7,,,,,,,,
-248.4,-1653706.7,82.10821687,,,255.8,,,,,,,,
-291.6,-1653998.3,82.12269511,,,256.4,,,,,,,,
-294.4,-1654292.7,82.13731237,,,229.2,,,,,,,,
-217.8,-1654510.5,82.14812636,,,229.7,,,,,,,,
-164,-1654674.5,82.15626912,,,241.1,,,,,,,,
-233,-1654907.5,82.16783781,,,256.1,,,,,,,,
-222.1,-1655129.6,82.1788653,,,256,,,,,,,,
-249,-1655378.6,82.1912284,,,255.9,,,,,,,,
-148.1,-1655526.7,82.19858172,,,257,,,,,,,,
-161.8,-1655688.5,82.20661525,,,247.7,,,,,,,,
-302.3,-1655990.8,82.22162476,,,259.2,,,,,,,,
-145.1,-1656135.9,82.22882912,,,256,,,,,,,,
-229.2,-1656365.1,82.24020913,,,226.5,,,,,,,,
-226.9,-1656592,82.25147495,,,228.8,,,,,,,,
-277.8,-1656869.8,82.265268,,,255.6,,,,,,,,
-229.6,-1657099.4,82.27666787,,,255.6,,,,,,,,
-217.1,-1657316.5,82.28744711,,,256,,,,,,,,
-307.6,-1657624.1,82.30271976,,,255,,,,,,,,
-159,-1657783.1,82.31061427,,,255.5,,,,,,,,
-244.8,-1658027.9,82.32276884,,,228.9,,,,,,,,
-217.5,-1658245.4,82.33356793,,,240.8,,,,,,,,
-229.1,-1658474.5,82.34494298,,,225.9,,,,,,,,
-278.3,-1658752.8,82.35876086,,,225.8,,,,,,,,
-224.4,-1658977.2,82.36990255,,,254.9,,,,,,,,
-263.2,-1659240.4,82.38297069,,,255.1,,,,,,,,
-158.5,-1659398.9,82.39084038,,,257.8,,,,,,,,
-215.7,-1659614.6,82.4015501,,,254.8,,,,,,,,
-217.2,-1659831.8,82.41233431,,,255.6,,,,,,,,
-226,-1660057.8,82.42355543,,,256.7,,,,,,,,
-293.2,-1660351,82.43811311,,,254.9,,,,,,,,
-226.4,-1660577.4,82.4493541,,,254.8,,,,,,,,
-224.6,-1660802,82.46050572,,,253.7,,,,,,,,
-263.6,-1661065.6,82.47359373,,,225.7,,,,,,,,
-297.6,-1661363.2,82.48836987,,,254.9,,,,,,,,
-246,-1661609.2,82.50058402,,,243.3,,,,,,,,
-217.2,-1661826.4,82.51136822,,,228.2,,,,,,,,
-224.8,-1662051.2,82.52252977,,,254.2,,,,,,,,
-296,-1662347.2,82.53722647,,,252.7,,,,,,,,
-271.2,-1662618.4,82.55069182,,,254.3,,,,,,,,
-277.1,-1662895.5,82.56445012,,,254.6,,,,,,,,
-231,-1663126.5,82.57591951,,,253.9,,,,,,,,
-292,-1663418.5,82.5904176,,,255.1,,,,,,,,
-234.3,-1663652.8,82.60205084,,,254.8,,,,,,,,
-278.5,-1663931.3,82.61587864,,,245,,,,,,,,
-219.1,-1664150.4,82.62675718,,,256.6,,,,,,,,
-219.1,-1664369.5,82.63763572,,,254.9,,,,,,,,
-269.2,-1664638.7,82.65100177,,,225.3,,,,,,,,
-221.7,-1664860.4,82.6620094,,,254.4,,,,,,,,
-263.3,-1665123.7,82.67508251,,,234.5,,,,,,,,
-268.6,-1665392.3,82.68841878,,,254.1,,,,,,,,
-273.6,-1665665.9,82.70200329,,,253.8,,,,,,,,
-221.3,-1665887.2,82.71299106,,,253.7,,,,,,,,
-286.5,-1666173.7,82.72721608,,,253.6,,,,,,,,
-227.4,-1666401.1,82.73850672,,,226.7,,,,,,,,
-221.6,-1666622.7,82.74950939,,,253.8,,,,,,,,
-285.5,-1666908.2,82.76368475,,,253.6,,,,,,,,
-231.8,-1667140,82.77519386,,,253.5,,,,,,,,
-215.2,-1667355.2,82.78587875,,,256.7,,,,,,,,
-244.2,-1667599.4,82.79800353,,,255.3,,,,,,,,
-265,-1667864.4,82.81116105,,,254.1,,,,,,,,
-240.1,-1668104.5,82.82308226,,,253.1,,,,,,,,
-280.2,-1668384.7,82.83699448,,,253.6,,,,,,,,
-285.4,-1668670.1,82.85116487,,,253.5,,,,,,,,
-223.6,-1668893.7,82.86226684,,,252.3,,,,,,,,
-213.1,-1669106.8,82.87284747,,,253,,,,,,,,
-309,-1669415.8,82.88818964,,,253.4,,,,,,,,
-295.4,-1669711.2,82.90285655,,,256,,,,,,,,
-277.6,-1669988.8,82.91663967,,,253.8,,,,,,,,
-256.9,-1670245.7,82.92939501,,,253.5,,,,,,,,
-220.8,-1670466.5,82.94035796,,,252.9,,,,,,,,
-285.7,-1670752.2,82.95454325,,,253.5,,,,,,,,
-227.8,-1670980,82.96585376,,,252.7,,,,,,,,
-199.4,-1671179.4,82.97575417,,,253.5,,,,,,,,
-215.1,-1671394.5,82.9864341,,,252.2,,,,,,,,
-272.4,-1671666.9,82.99995904,,,253.2,,,,,,,,
-276.8,-1671943.7,83.01370244,,,252.9,,,,,,,,
-276.5,-1672220.2,83.02743094,,,252.7,,,,,,,,
-223.3,-1672443.5,83.03851802,,,233.8,,,,,,,,
-261.5,-1672705,83.05150176,,,253.4,,,,,,,,
-237.9,-1672942.9,83.06331373,,,253.1,,,,,,,,
-280.2,-1673223.1,83.07722595,,,252.7,,,,,,,,
-293.5,-1673516.6,83.09179852,,,252.6,,,,,,,,
-294.5,-1673811.1,83.10642075,,,252,,,,,,,,
-209.2,-1674020.3,83.11680774,,,252.9,,,,,,,,
-270.7,-1674291,83.13024827,,,252.3,,,,,,,,
-290.9,-1674581.9,83.14469175,,,252.7,,,,,,,,
-231.1,-1674813,83.1561661,,,237.8,,,,,,,,
-269.9,-1675082.9,83.16956691,,,252.8,,,,,,,,
-273.1,-1675356,83.1831266,,,252.5,,,,,,,,
