5,3423.94,0.00,-6.50
5,3419.96,0.00,-3.20
0,3419.96,0.00,-3.00
0,3419.96,0.00,-3.10
0,3415.98,0.00,-3.00
0,3415.98,0.00,-2.50
0,3412.01,0.00,-2.80
0,3412.01,0.00,-2.50
0,3412.01,0.00,-2.80
0,3412.01,0.00,-2.90
0,3408.03,0.00,-3.10
0,3408.03,0.00,-2.90
0,3404.05,0.00,-2.80
0,3404.05,0.00,-2.90
0,3404.05,0.00,-2.60
0,3404.05,0.00,-2.70
0,3404.05,0.00,-2.60
0,3404.05,0.00,-3.00
0,3400.08,0.00,-2.80
0,3400.08,0.00,-2.50
0,3400.08,0.00,-2.80
0,3400.08,0.00,-2.80
0,3400.08,0.00,-2.80
0,3396.10,0.00,-2.90
0,3400.08,0.00,-2.90
0,3396.10,0.00,-2.70
0,3396.10,0.00,-2.70
0,3396.10,0.00,-2.80
0,3396.10,0.00,-2.90
0,3396.10,0.00,-2.80
0,3400.08,0.00,-2.90
0,3392.12,0.00,-3.00
0,3392.12,0.00,-2.80
0,3392.12,0.00,-3.10
0,3392.12,0.00,-2.60
0,3392.12,0.00,-2.90
0,3392.12,0.00,-3.10
0,3388.15,0.00,-2.60
0,3388.15,0.00,-2.80
0,3388.15,0.00,-2.90
0,3388.15,0.00,-3.10
0,3388.15,0.00,-2.80
0,3388.15,0.00,-2.60
0,3388.15,0.00,-2.70
0,3388.15,0.00,-2.80
0,3388.15,0.00,-2.90
0,3388.15,0.00,-3.00
0,3388.15,0.00,-2.50
0,3384.17,0.00,-2.60
0,3384.17,0.00,-2.70
0,3384.17,0.00,-3.00
0,3388.15,0.00,-2.60
0,3384.17,0.00,-2.90
0,3384.17,0.00,-2.30
0,3384.17,0.00,-2.80
0,3384.17,0.00,-2.80
0,3384.17,0.00,-2.50
0,3384.17,0.00,-2.90
0,3384.17,0.00,-2.60
0,3384.17,0.00,-2.60
0,3380.19,0.00,-2.70
0,3380.19,0.00,-2.90
0,3380.19,0.00,-2.70
0,3380.19,0.00,-2.70
0,3380.19,0.00,-3.20
0,3384.17,0.00,-2.60
0,3380.19,0.00,-2.90
0,3380.19,0.00,-2.80
0,3380.19,0.00,-2.80
0,3380.19,0.00,-3.00
0,3380.19,0.00,-2.50
0,3380.19,0.00,-2.80
0,3380.19,0.00,-2.90
0,3380.19,0.00,-2.90
0,3380.19,0.00,-2.60
