790.5,-807.9,,,,,,,,,
793.2,-807.6,,,,,,,,,
819.9,-806.2,,,,,,,,,
792.3,-806.2,,,,,,,,,
787.7,-738.9,,,,,,,,,
817.1,-798,,,,,,,,,
789.8,-744.9,,,,,,,,,
789.4,-804.9,,,,,,,,,
815.1,-802.7,,,,,,,,,
801.6,-820.6,,,,,,,,,
817.3,-802.8,,,,,,,,,
817.2,-741.3,,,,,,,,,
816.7,-736.8,,,,,,,,,
787.2,-744.4,,,,,,,,,
789.8,-800.2,,,,,,,,,
789.5,-798.9,,,,,,,,,
812.7,-800.2,,,,,,,,,
801.6,-799.6,,,,,,,,,
789.5,-798.3,,,,,,,,,
786.7,-767.9,,,,,,,,,
814.9,-856,,,,,,,,,
787.2,-742.7,,,,,,,,,
811.9,-796.1,,,,,,,,,
815.4,-796.2,,,,,,,,,
789.9,-796,,,,,,,,,
801.3,-783.8,,,,,,,,,
786.9,-795.5,,,,,,,,,
810.9,-786,,,,,,,,,
812.3,-850.4,,,,,,,,,
792,-793.4,,,,,,,,,
810.4,-727.8,,,,,,,,,
814.3,-823.3,,,,,,,,,
788.8,-849.5,,,,,,,,,
812.9,-738.1,,,,,,,,,
812.1,-790,,,,,,,,,
810.4,-856.8,,,,,,,,,
785.5,-788.5,,,,,,,,,
810.9,-789.4,,,,,,,,,
783.7,-787.7,,,,,,,,,
800.4,-776.3,,,,,,,,,
808,-845.5,,,,,,,,,
782.1,-844.2,,,,,,,,,
797.3,-819.4,,,,,,,,,
780.5,-785.6,,,,,,,,,
809.4,-784,,,,,,,,,
810,-783.6,,,,,,,,,
800.7,-842.3,,,,,,,,,
809.6,-842.4,,,,,,,,,
781.5,-790,,,,,,,,,
808.8,-796.4,,,,,,,,,
808.5,-794.9,,,,,,,,,
781.1,-775,,,,,,,,,
807.8,-843,,,,,,,,,
790.5,-836.6,,,,,,,,,
806.2,-835.4,,,,,,,,,
791,-792.8,,,,,,,,,
807.9,-812.3,,,,,,,,,
806.4,-777.6,,,,,,,,,
806.6,-835.1,,,,,,,,,
806.3,-840.8,,,,,,,,,
806.2,-819.2,,,,,,,,,
804.2,-835.4,,,,,,,,,
806,-768.6,,,,,,,,,
806.4,-771.6,,,,,,,,,
806.3,-829.1,,,,,,,,,
804.1,-771,,,,,,,,,
804.1,-807.8,,,,,,,,,
778.5,-823.9,,,,,,,,,
777.5,-834,,,,,,,,,
804.4,-825.6,,,,,,,,,
804.8,-827.8,,,,,,,,,
803.8,-827.3,,,,,,,,,
803.5,-823.7,,,,,,,,,
803.1,-822.8,,,,,,,,,
804.9,-819.7,,,,,,,,,
803.6,-821,,,,,,,,,
802.2,-753.3,,,,,,,,,
802,-818.9,,,,,,,,,
804.3,-821.4,,,,,,,,,
804.2,-762.1,,,,,,,,,
803.2,-816.1,,,,,,,,,
802,-747.5,,,,,,,,,
801.7,-747.6,,,,,,,,,
802.1,-814.4,,,,,,,,,
802.9,-807.7,,,,,,,,,
802.2,-802.5,,,,,,,,,
801.4,-804.5,,,,,,,,,
773.8,-872,,,,,,,,,
799.2,-800,,,,,,,,,
799.3,-796.4,,,,,,,,,
799,-797.9,,,,,,,,,
798.9,-805,,,,,,,,,
800.5,-796.5,,,,,,,,,
801.3,-802.9,,,,,,,,,
800.1,-801.7,,,,,,,,,
800.6,-809.4,,,,,,,,,
828,-799.9,,,,,,,,,
799.5,-799.2,,,,,,,,,
799.7,-738.8,,,,,,,,,
798.9,-796.5,,,,,,,,,
800,-796.1,,,,,,,,,
798.9,-801.7,,,,,,,,,
798.1,-792.8,,,,,,,,,
797.6,-854.8,,,,,,,,,
798.7,-783.2,,,,,,,,,
798.7,-786.5,,,,,,,,,
797.6,-775.9,,,,,,,,,
797.8,-795.4,,,,,,,,,
797.4,-803.2,,,,,,,,,
816.5,-783.2,,,,,,,,,
796.1,-784.6,,,,,,,,,
797.9,-778.3,,,,,,,,,
797.6,-839.8,,,,,,,,,
797.2,-839.7,,,,,,,,,
795.2,-843.9,,,,,,,,,
797,-788.3,,,,,,,,,
821.9,-842.9,,,,,,,,,
794.8,-768.6,,,,,,,,,
796.1,-772.8,,,,,,,,,
795.7,-803.3,,,,,,,,,
793.6,-762.8,,,,,,,,,
792.9,-818.4,,,,,,,,,
822.5,-830.9,,,,,,,,,
795.8,-777.9,,,,,,,,,
820,-761,,,,,,,,,
804.2,-755.3,,,,,,,,,
794.6,-821,,,,,,,,,
821.4,-757,,,,,,,,,
794.4,-814.3,,,,,,,,,
793.7,-778.1,,,,,,,,,
793.3,-815,,,,,,,,,
791,-813.6,,,,,,,,,
791.3,-788.4,,,,,,,,,
794.2,-820.4,,,,,,,,,
797.7,-814.1,,,,,,,,,
793,-811.8,,,,,,,,,
791.5,-819.5,,,,,,,,,
791.5,-803.4,,,,,,,,,
819.6,-801.8,,,,,,,,,
793.3,-803.8,,,,,,,,,
791.9,-799.2,,,,,,,,,
800,-797.6,,,,,,,,,
818.1,-852.7,,,,,,,,,
817,-794.9,,,,,,,,,
789,-725.3,,,,,,,,,
800.7,-791.6,,,,,,,,,
790.6,-786.7,,,,,,,,,
816.8,-837.7,,,,,,,,,
809.4,-784.8,,,,,,,,,
817.4,-776,,,,,,,,,
788.4,-837.9,,,,,,,,,
790.4,-780.7,,,,,,,,,
787.3,-838.5,,,,,,,,,
817.8,-782.6,,,,,,,,,
790.3,-708.6,,,,,,,,,
810,-767.6,,,,,,,,,
808.8,-770.3,,,,,,,,,
789.4,-809.1,,,,,,,,,
787.7,-765.4,,,,,,,,,
785.9,-830.2,,,,,,,,,
787.2,-807.9,,,,,,,,,
813,-804.6,,,,,,,,,
805.9,-758.8,,,,,,,,,
811.7,-808.4,,,,,,,,,
789.7,-813.7,,,,,,,,,
785.4,-810.7,,,,,,,,,
784,-808.6,,,,,,,,,
809.4,-748.3,,,,,,,,,
803.5,-809.7,,,,,,,,,
786.1,-802.1,,,,,,,,,
785.1,-800.3,,,,,,,,,
813.3,-797.9,,,,,,,,,
785.4,-871.8,,,,,,,,,
812.2,-795.3,,,,,,,,,
812.4,-860.6,,,,,,,,,
811.2,-788.9,,,,,,,,,
797.7,-770.7,,,,,,,,,
813.2,-850.6,,,,,,,,,
811.5,-843.4,,,,,,,,,
783,-810.8,,,,,,,,,
809.5,-780.4,,,,,,,,,
810.6,-843.5,,,,,,,,,
811.1,-780,,,,,,,,,
809.7,-764.4,,,,,,,,,
808.9,-777.7,,,,,,,,,
784.5,-835,,,,,,,,,
807.7,-778.8,,,,,,,,,
809.7,-815.4,,,,,,,,,
809,-828.9,,,,,,,,,
808.6,-808.2,,,,,,,,,
705.3,-815,,,,,,,,,
800.2,-812.4,,,,,,,,,
808.6,-811,,,,,,,,,
808.7,-809.2,,,,,,,,,
807.1,-805.8,,,,,,,,,
808.2,-803.3,,,,,,,,,
808.4,-800.5,,,,,,,,,
779.9,-798.9,,,,,,,,,
807,-722.3,,,,,,,,,
787.5,-795.2,,,,,,,,,
807.1,-798,,,,,,,,,
806.3,-834.7,,,,,,,,,
804.4,-783.2,,,,,,,,,
805.1,-722.6,,,,,,,,,
800.8,-835.9,,,,,,,,,
804.5,-772.4,,,,,,,,,
804,-769,,,,,,,,,
806.3,-840.8,,,,,,,,,
806,-823.5,,,,,,,,,
805.6,-761.8,,,,,,,,,
778.1,-786.5,,,,,,,,,
805.7,-764.7,,,,,,,,,
804.3,-828,,,,,,,,,
803.5,-809.2,,,,,,,,,
803,-755.9,,,,,,,,,
805.4,-746.5,,,,,,,,,
801.5,-763.4,,,,,,,,,
803.9,-739.7,,,,,,,,,
801.8,-804.8,,,,,,,,,
802.1,-847,,,,,,,,,
802.9,-800.1,,,,,,,,,
802,-798.2,,,,,,,,,
801.7,-796.3,,,,,,,,,
776.6,-849.5,,,,,,,,,
801.6,-797.8,,,,,,,,,
800.8,-812.8,,,,,,,,,
802.9,-845.1,,,,,,,,,
799.9,-778.6,,,,,,,,,
802.1,-780.6,,,,,,,,,
801.5,-776.8,,,,,,,,,
799.4,-773.2,,,,,,,,,
799.7,-777.9,,,,,,,,,
799.2,-838.8,,,,,,,,,
800.6,-831.6,,,,,,,,,
797.8,-756.3,,,,,,,,,
800.5,-769.2,,,,,,,,,
797.8,-816.7,,,,,,,,,
799.2,-817.7,,,,,,,,,
798.4,-818.5,,,,,,,,,
798,-809.5,,,,,,,,,
798.1,-796.8,,,,,,,,,
797.9,-805.1,,,,,,,,,
798.6,-801.2,,,,,,,,,
797.5,-799.2,,,,,,,,,
797.7,-796.6,,,,,,,,,
799.6,-858.8,,,,,,,,,
797.4,-804.6,,,,,,,,,
796.7,-838.7,,,,,,,,,
796.2,-846.6,,,,,,,,,
796.3,-783.1,,,,,,,,,
823.4,-777.4,,,,,,,,,
797.1,-828.4,,,,,,,,,
796.6,-839.1,,,,,,,,,
796.4,-774.8,,,,,,,,,
824.1,-769.6,,,,,,,,,
822.2,-780,,,,,,,,,
815.7,-826,,,,,,,,,
795,-822,,,,,,,,,
793.5,-810.1,,,,,,,,,
795.4,-794.7,,,,,,,,,
798.2,-752.5,,,,,,,,,
806.3,-780.6,,,,,,,,,
793.6,-799.7,,,,,,,,,
795.3,-777.1,,,,,,,,,
806.9,-802.3,,,,,,,,,
794.9,-798.8,,,,,,,,,
792.7,-788.9,,,,,,,,,
792.2,-793.5,,,,,,,,,
795.9,-850.6,,,,,,,,,
808.5,-725.5,,,,,,,,,
792.5,-786,,,,,,,,,
791.8,-781,,,,,,,,,
793.7,-847.8,,,,,,,,,
811.4,-771.2,,,,,,,,,
821,-804.2,,,,,,,,,
791,-825.8,,,,,,,,,
792.9,-769.2,,,,,,,,,
790.4,-834.7,,,,,,,,,
791.3,-808,,,,,,,,,
796.1,-819.8,,,,,,,,,
816,-823.9,,,,,,,,,
792.2,-815.4,,,,,,,,,
791.6,-745.4,,,,,,,,,
818.2,-811.3,,,,,,,,,
790.9,-739.6,,,,,,,,,
815,-761.4,,,,,,,,,
795.7,-743.1,,,,,,,,,
815.8,-799.4,,,,,,,,,
815,-857.9,,,,,,,,,
808.5,-726.7,,,,,,,,,
787.2,-833.8,,,,,,,,,
816.4,-844.9,,,,,,,,,
788.3,-792.3,,,,,,,,,
797.2,-843.4,,,,,,,,,
786.1,-768.5,,,,,,,,,
812.9,-774.7,,,,,,,,,
816.3,-801.6,,,,,,,,,
815.4,-834.8,,,,,,,,,
797.2,-780.4,,,,,,,,,
786.5,-826.2,,,,,,,,,
814.2,-825.3,,,,,,,,,
795.8,-782.4,,,,,,,,,
814.8,-751.4,,,,,,,,,
784.2,-823.9,,,,,,,,,
813.5,-815.1,,,,,,,,,
807,-811.6,,,,,,,,,
786.5,-747.8,,,,,,,,,
782.2,-874.3,,,,,,,,,
785.6,-803.7,,,,,,,,,
784.1,-787.9,,,,,,,,,
783.5,-798.8,,,,,,,,,
808.2,-796,,,,,,,,,
810.6,-801.2,,,,,,,,,
812.1,-730.1,,,,,,,,,
811.9,-788.5,,,,,,,,,
808.9,-786.4,,,,,,,,,
798.1,-783.5,,,,,,,,,
810.6,-780.6,,,,,,,,,
809,-836.3,,,,,,,,,
809.9,-777.3,,,,,,,,,
809,-820.6,,,,,,,,,
807.8,-793.7,,,,,,,,,
793,-824.5,,,,,,,,,
809.1,-765.5,,,,,,,,,
808.2,-763.3,,,,,,,,,
808.9,-752.9,,,,,,,,,
804.2,-884.1,,,,,,,,,
794.6,-816.3,,,,,,,,,
781.3,-803.9,,,,,,,,,
780.8,-815.5,,,,,,,,,
781,-812.4,,,,,,,,,
807,-808.4,,,,,,,,,
807.3,-804.1,,,,,,,,,
806.8,-802.2,,,,,,,,,
807.6,-863.7,,,,,,,,,
805.1,-796.7,,,,,,,,,
804.8,-863,,,,,,,,,
805.1,-803.9,,,,,,,,,
806.2,-789.2,,,,,,,,,
782.6,-786.2,,,,,,,,,
805.7,-778.5,,,,,,,,,
776.1,-789.4,,,,,,,,,
790.6,-801.2,,,,,,,,,
804.1,-830.6,,,,,,,,,
803.7,-774,,,,,,,,,
803.7,-803.9,,,,,,,,,
803.9,-769.8,,,,,,,,,
803.4,-769.1,,,,,,,,,
789,-830.4,,,,,,,,,
803,-819.8,,,,,,,,,
804.8,-753.6,,,,,,,,,
804.2,-778.4,,,,,,,,,
802.9,-886.5,,,,,,,,,
801.8,-781.8,,,,,,,,,
804.2,-743.7,,,,,,,,,
798,-811.4,,,,,,,,,
801.8,-757.9,,,,,,,,,
801.8,-807,,,,,,,,,
802.8,-749.5,,,,,,,,,
802.1,-801.5,,,,,,,,,
800.5,-799,,,,,,,,,
802,-797.9,,,,,,,,,
801.8,-784,,,,,,,,,
800,-794.1,,,,,,,,,
802.7,-852,,,,,,,,,
,-766.3,,,,,,,,,
,-787.2,,,,,,,,,
,-790.2,,,,,,,,,
,-780.6,,,,,,,,,
,-822.3,,,,,,,,,
,-817.4,,,,,,,,,
,-837.9,,,,,,,,,
,-768.9,,,,,,,,,
,-771.3,,,,,,,,,
,-763,,,,,,,,,
,-833.6,,,,,,,,,
,-824,,,,,,,,,
,-770.7,,,,,,,,,
,-824.8,,,,,,,,,
,-682.5,,,,,,,,,
,-775.9,,,,,,,,,
,-810.4,,,,,,,,,
,-883.9,,,,,,,,,
,-881.6,,,,,,,,,
,-811,,,,,,,,,
,-808.8,,,,,,,,,
,-811.7,,,,,,,,,
,-760.4,,,,,,,,,
,-802.9,,,,,,,,,
,-735.3,,,,,,,,,
,-798.4,,,,,,,,,
,-797.1,,,,,,,,,
,-851,,,,,,,,,
,-794.1,,,,,,,,,
,-785.7,,,,,,,,,
,-782,,,,,,,,,
,-783.8,,,,,,,,,
,-787.1,,,,,,,,,
,-789.1,,,,,,,,,
