809.1,-718.7,,,,,,,,,
798.1,-789.7,,,,,,,,,
794,-782.8,,,,,,,,,
799.1,-778.5,,,,,,,,,
805.9,-816.3,,,,,,,,,
813,-758.8,,,,,,,,,135.0034722
793.9,-694.2,,,,,,,,,
807.8,-788.1,,,,,,,,,
793.7,-811,,,,,,,,,
806.7,-812.3,,,,,,,,,
797.8,-811,,,,,,,,,
795,-804.7,,,,,,,,,
807.7,-799.4,,,,,,,,,
796,-739.4,,,,,,,,,
787,-793.5,,,,,,,,,
810.5,-812.6,,,,,,,,,
803.5,-778.4,,,,,,,,,
796.6,-786.2,,,,,,,,,
791.2,-782.9,,,,,,,,,
812.4,-839.7,,,,,,,,,
808.9,-776.9,,,,,,,,,
808,-772.5,,,,,,,,,
801.6,-766.5,,,,,,,,,
797.6,-767.6,,,,,,,,,
793,-825.4,,,,,,,,,
791.1,-758.2,,,,,,,,,
788.2,-820.8,,,,,,,,,
784.4,-822.7,,,,,,,,,
809.8,-825.1,,,,,,,,,
806.9,-817.1,,,,,,,,,
802.1,-879.1,,,,,,,,,
800.2,-818,,,,,,,,,
798.4,-809.9,,,,,,,,,
795,-805.2,,,,,,,,,
812.6,-791.6,,,,,,,,,
790.5,-795.2,,,,,,,,,
807,-801.6,,,,,,,,,
801.2,-799,,,,,,,,,
786.5,-871.9,,,,,,,,,
806.2,-796.3,,,,,,,,,
781.8,-733.7,,,,,,,,,
806.7,-852.4,,,,,,,,,
803.7,-825.5,,,,,,,,,
803.1,-798.5,,,,,,,,,
777.1,-786.1,,,,,,,,,
801.9,-841.8,,,,,,,,,
800,-854.7,,,,,,,,,
798.7,-783.2,,,,,,,,,
798,-817.1,,,,,,,,,
794.8,-832.8,,,,,,,,,
795,-780.9,,,,,,,,,
791.7,-834.4,,,,,,,,,
790.5,-773.6,,,,,,,,,
816.5,-845.6,,,,,,,,,
816.1,-709.8,,,,,,,,,
800.3,-790.6,,,,,,,,,
785.5,-774.6,,,,,,,,,
808.9,-833.3,,,,,,,,,
790.7,-771.7,,,,,,,,,
809.6,-794.2,,,,,,,,,
810.2,-827.1,,,,,,,,,
807.2,-833.5,,,,,,,,,
807.3,-769.7,,,,,,,,,
805.5,-758.4,,,,,,,,,
803.9,-891.9,,,,,,,,,
802.8,-805.2,,,,,,,,,
801.9,-811.1,,,,,,,,,
801.8,-756.9,,,,,,,,,
800.8,-775.8,,,,,,,,,
801.6,-821.4,,,,,,,,,
800.1,-820.5,,,,,,,,,
800.7,-819.6,,,,,,,,,
797.8,-790.7,,,,,,,,,
797.6,-818.5,,,,,,,,,
797.2,-826.5,,,,,,,,,
792.3,-758.4,,,,,,,,,
795.3,-824.9,,,,,,,,,
795.4,-754.2,,,,,,,,,
820.6,-816.3,,,,,,,,,
792.7,-763.9,,,,,,,,,
790.9,-817.2,,,,,,,,,
818.1,-814.4,,,,,,,,,
791.5,-812.8,,,,,,,,,
804.2,-786.4,,,,,,,,,
795.2,-776.9,,,,,,,,,
813.5,-746.8,,,,,,,,,
817.3,-752,,,,,,,,,
815.3,-752.3,,,,,,,,,
786.9,-751.4,,,,,,,,,
795.9,-801,,,,,,,,,
798.3,-815.9,,,,,,,,,
812.9,-795.3,,,,,,,,,
812,-873.3,,,,,,,,,
785.1,-814.1,,,,,,,,,
783.1,-742,,,,,,,,,
810.1,-750.8,,,,,,,,,
811.9,-869,,,,,,,,,
809.8,-873.1,,,,,,,,,
809,-746.5,,,,,,,,,
788.2,-804.9,,,,,,,,,
792.6,-804.6,,,,,,,,,
807.5,-777.3,,,,,,,,,
805,-794.8,,,,,,,,,
804,-742.3,,,,,,,,,
803.6,-742.7,,,,,,,,,
803.4,-801.3,,,,,,,,,
804.1,-801.4,,,,,,,,,
803.5,-800.6,,,,,,,,,
802,-801.1,,,,,,,,,
801.3,-801,,,,,,,,,
802.5,-799.5,,,,,,,,,
801.3,-798.8,,,,,,,,,
802.1,-799.2,,,,,,,,,
801.4,-799.3,,,,,,,,,
800.9,-798.7,,,,,,,,,
800.5,-797.1,,,,,,,,,
797.4,-796.8,,,,,,,,,
797.5,-785.4,,,,,,,,,
825.1,-848.7,,,,,,,,,
798.4,-717.5,,,,,,,,,
798.9,-740,,,,,,,,,
825.1,-796.1,,,,,,,,,
798.1,-795.5,,,,,,,,,
822,-794,,,,,,,,,
793.8,-788,,,,,,,,,
793.9,-681.2,,,,,,,,,
791.7,-804.9,,,,,,,,,
791.9,-783.6,,,,,,,,,
815.4,-730,,,,,,,,,
794.2,-800.9,,,,,,,,,
803.5,-852.2,,,,,,,,,
791.2,-782.7,,,,,,,,,
819.6,-791,,,,,,,,,
792.5,-854.6,,,,,,,,,
816.7,-849.2,,,,,,,,,
805.4,-781.2,,,,,,,,,
790.3,-779.5,,,,,,,,,
819.8,-798.4,,,,,,,,,
795.8,-800.5,,,,,,,,,
790.7,-803,,,,,,,,,
807.9,-836.5,,,,,,,,,
789.5,-821.3,,,,,,,,,
816.6,-786.5,,,,,,,,,
816.7,-788,,,,,,,,,
805.4,-783.3,,,,,,,,,
788.1,-781.9,,,,,,,,,
813.9,-782.8,,,,,,,,,
785.4,-805.2,,,,,,,,,
784.7,-782.5,,,,,,,,,
813.1,-845.4,,,,,,,,,
814,-792.9,,,,,,,,,
784.2,-783.9,,,,,,,,,
786.3,-845.9,,,,,,,,,
799.6,-842.5,,,,,,,,,
784.3,-795.7,,,,,,,,,
810.4,-820.3,,,,,,,,,
811,-833.6,,,,,,,,,
788.5,-784.1,,,,,,,,,
807,-776.9,,,,,,,,,
788.2,-794.4,,,,,,,,,
808.7,-839.5,,,,,,,,,
805.1,-714.5,,,,,,,,,
806.9,-847.1,,,,,,,,,
808,-805.8,,,,,,,,,
807.4,-840.4,,,,,,,,,
789.5,-771.3,,,,,,,,,
793.2,-774.9,,,,,,,,,
807.1,-776.8,,,,,,,,,
794.7,-846.4,,,,,,,,,
792.3,-833.6,,,,,,,,,
808,-795.1,,,,,,,,,
806.3,-807.4,,,,,,,,,
805.7,-823.2,,,,,,,,,
805.1,-774,,,,,,,,,
805.2,-775.3,,,,,,,,,
805.9,-767.4,,,,,,,,,
804.5,-841.8,,,,,,,,,
776.5,-795.9,,,,,,,,,
776.8,-802.2,,,,,,,,,
804.4,-779,,,,,,,,,
805.4,-772.4,,,,,,,,,
805,-768.6,,,,,,,,,
783.5,-799.2,,,,,,,,,
802.5,-813.4,,,,,,,,,
803.6,-784.4,,,,,,,,,
804,-768.8,,,,,,,,,
803.2,-771.7,,,,,,,,,
801.8,-828.5,,,,,,,,,
803.3,-803.8,,,,,,,,,
801.5,-833.6,,,,,,,,,
801.5,-786.4,,,,,,,,,
800.6,-782.8,,,,,,,,,
802.4,-814.6,,,,,,,,,
800.7,-825.6,,,,,,,,,
800.8,-759.8,,,,,,,,,
801.2,-780.6,,,,,,,,,
799,-785,,,,,,,,,
800,-816.7,,,,,,,,,
799.6,-825.2,,,,,,,,,
800.7,-826.6,,,,,,,,,
800.4,-823.7,,,,,,,,,
799.3,-765.6,,,,,,,,,
799.6,-823.6,,,,,,,,,
799.5,-809.3,,,,,,,,,
800.4,-787.9,,,,,,,,,
799.4,-825.5,,,,,,,,,
799.7,-762.7,,,,,,,,,
799.1,-794,,,,,,,,,
805.4,-812.7,,,,,,,,,
797.7,-760.5,,,,,,,,,
798.9,-755,,,,,,,,,
797.5,-824.5,,,,,,,,,
794.3,-763.5,,,,,,,,,
797.8,-820.5,,,,,,,,,
797.2,-754.9,,,,,,,,,
795.1,-804.7,,,,,,,,,
794.3,-819.6,,,,,,,,,
797,-818.9,,,,,,,,,
796.5,-817.2,,,,,,,,,
794.5,-751.5,,,,,,,,,
794.2,-778.5,,,,,,,,,
793.6,-819.7,,,,,,,,,
823.9,-758.4,,,,,,,,,
794.7,-815.7,,,,,,,,,
794.8,-816.1,,,,,,,,,
793.4,-794.5,,,,,,,,,
819.7,-790.9,,,,,,,,,
793.3,-807.6,,,,,,,,,
792.8,-772.4,,,,,,,,,
794,-752,,,,,,,,,
809.1,-820.8,,,,,,,,,
792.4,-867.3,,,,,,,,,
791,-777.2,,,,,,,,,
793.3,-802.2,,,,,,,,,
793.3,-877.6,,,,,,,,,
791.5,-872.3,,,,,,,,,
790.6,-783.1,,,,,,,,,
819.3,-810.6,,,,,,,,,
816.9,-801.3,,,,,,,,,
816.4,-797.2,,,,,,,,,
802.6,-808.1,,,,,,,,,
810.5,-818.7,,,,,,,,,
