5694.63,-12.9
5710.54,-9.5
5710.54,-9.6
5718.49,-8.8
5710.54,-9
5710.54,-9.3
5710.54,-9.6
5710.54,-8.9
5702.59,-9.1
5702.59,-7.5
5702.59,-7.6
5702.59,-8.1
5702.59,-6.3
5702.59,-6.6
5702.59,-7.3
5694.63,-7.4
5702.59,-5.7
5710.54,-5.4
5710.54,-4.8
5710.54,-7.2
5710.54,-6.7
5694.63,-5
5694.63,-5.3
5694.63,-3.7
5694.63,-3.9
5694.63,-4.4
5694.63,-4.6
5702.59,-9.9
5702.59,-9.6
5702.59,-9.8
5702.59,-9.9
5694.63,-10.1
5702.59,-10.3
5702.59,-9.6
5694.63,-9.9
5694.63,-9.6
5694.63,-3.8
5686.68,-4
5694.63,-10.2
5694.63,-10.2
5694.63,-9.5
5686.68,-9.6
5694.63,-10.2
5686.68,-10.4
5686.68,-9.5
5686.68,-8.6
5678.73,-9.9
5694.63,-6.3
5694.63,-5.9
5694.63,-7.8
5702.59,-7.4
5694.63,-6.4
5694.63,-6.8
5686.68,-7.2
5694.63,-4.9
5694.63,-5.4
5694.63,-6.6
5702.59,-10.7
5702.59,-10.5
5702.59,-10.1
5702.59,-12
5702.59,-11.9
5702.59,-11.4
5702.59,-11.1
5702.59,-12.3
5702.59,-12.4
5702.59,-12
5694.63,-12.2
5686.68,-3.3
5702.59,-11.2
5694.63,-12.8
5686.68,-12
5678.73,-11.2
5678.73,-12.3
5694.63,-12.5
5686.68,-12.8
5678.73,-4.5
5670.77,-4.9
5670.77,-4.4
5678.73,-4.4
5686.68,-13.1
5686.68,-13.3
5686.68,-13.5
5686.68,-13.7
5686.68,-13.6
5678.73,-12.7
5678.73,-12.8
5678.73,-13.3
5678.73,-8.3
5678.73,-8.1
5678.73,-7.3
5678.73,-10.1
5678.73,-9.4
5678.73,-9
5678.73,-11.4
5678.73,-11.3
5670.77,-9.1
5662.82,-7.4
5662.82,-8.1
5662.82,-8.6
5670.77,-12.4
5670.77,-12.2
5670.77,-14
5670.77,-14.1
5670.77,-13.4
5670.77,-13.1
5670.77,-14.9
5662.82,-14.7
5654.87,-7.4
