0,167.02,-3.50,1,0.00,-584.57
1,55.67,-0.10,0,-5.57,-584.57
2,71.58,0.70,0,50.11,50.11
3,79.53,0.60,1,50.11,47.72
2,79.53,0.50,1,39.77,39.77
1,87.49,0.60,0,52.49,39.77
2,95.44,0.60,0,57.26,57.26
1,103.39,0.50,-1,51.70,57.26
2,111.35,0.80,-1,89.08,89.08
1,127.25,0.90,-2,114.53,89.08
2,143.16,0.80,-2,114.53,114.53
1,151.11,0.80,-3,120.89,114.53
2,159.07,0.50,-3,79.53,79.53
3,167.02,0.50,-2,79.53,83.51
2,174.97,0.90,-2,157.48,157.48
3,182.93,0.80,-1,157.48,146.34
2,198.83,0.60,-1,119.30,119.30
1,214.74,1.10,-2,236.22,119.30
2,214.74,1.00,-2,214.74,214.74
1,230.65,0.90,-3,207.58,214.74
2,238.60,1.00,-3,238.60,238.60
1,246.56,0.80,-4,197.24,238.60
2,254.51,0.90,-4,229.06,229.06
3,262.46,0.90,-3,229.06,236.22
2,270.42,0.50,-3,135.21,135.21
1,286.32,0.90,-4,257.69,135.21
2,294.28,1.00,-4,294.28,294.28
1,302.23,0.90,-5,272.01,294.28
2,318.14,0.80,-5,254.51,254.51
3,326.09,0.80,-4,254.51,260.87
2,326.09,0.80,-4,260.87,260.87
1,342.00,1.10,-5,376.20,260.87
2,349.95,1.10,-5,384.94,384.94
1,357.90,0.70,-6,250.53,384.94
2,365.86,0.60,-6,219.51,219.51
3,373.81,0.90,-5,219.51,336.43
2,389.72,0.70,-5,272.80,272.80
1,397.67,1.00,-6,397.67,272.80
2,405.62,0.80,-6,324.50,324.50
1,413.58,1.00,-7,413.58,324.50
2,429.48,0.80,-7,343.59,343.59
1,429.48,0.90,-8,386.54,343.59
2,437.44,1.00,-8,437.44,437.44
1,445.39,1.00,-9,445.39,437.44
2,453.34,0.90,-9,408.01,408.01
3,453.34,0.80,-8,408.01,362.67
2,461.30,0.80,-8,369.04,369.04
3,469.25,0.90,-7,369.04,422.33
2,469.25,0.80,-7,375.40,375.40
1,477.20,1.00,-8,477.20,375.40
2,477.20,0.90,-8,429.48,429.48
1,485.16,0.80,-9,388.13,429.48
2,485.16,0.80,-9,388.13,388.13
3,485.16,0.80,-8,388.13,388.13
2,485.16,0.80,-8,388.13,388.13
1,493.11,1.00,-9,493.11,388.13
