0,0.00,1.40,1,0.00,0.00
1,0.00,1.20,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,-0.10,1,-0.00,-0.00
1,0.00,0.30,0,0.00,-0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.50,0,0.00,0.00
3,0.00,0.60,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.50,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.50,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.50,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.60,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.60,1,0.00,0.00
1,0.00,0.00,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.50,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.50,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.00,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.50,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.60,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.50,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.00,0,0.00,0.00
2,0.00,0.80,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.50,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,7.95,0.00,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.50,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.60,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.60,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.00,1,0.00,0.00
2,0.00,0.50,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.00,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.50,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.50,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.00,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.50,0,0.00,0.00
2,0.00,0.50,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.00,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.00,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.60,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.60,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.50,1,0.00,0.00
1,0.00,-0.20,0,-0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.50,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.50,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.20,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.40,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
3,0.00,0.30,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.40,0,0.00,0.00
2,0.00,0.10,0,0.00,0.00
3,0.00,0.10,1,0.00,0.00
2,0.00,0.30,1,0.00,0.00
1,0.00,0.50,0,0.00,0.00
2,0.00,0.30,0,0.00,0.00
3,0.00,0.40,1,0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.30,0,0.00,0.00
2,0.00,0.40,0,0.00,0.00
3,0.00,0.50,1,0.00,0.00
2,0.00,0.20,1,0.00,0.00
1,0.00,0.10,0,0.00,0.00
2,0.00,-0.10,0,-0.00,-0.00
3,0.00,0.30,1,-0.00,0.00
2,0.00,0.10,1,0.00,0.00
1,0.00,0.20,0,0.00,0.00
2,0.00,0.20,0,0.00,0.00
