3300.66,0
3296.68,0
3292.71,0
3288.73,0
3284.75,0
3284.75,0
3280.78,0
3276.8,0
3276.8,0
3276.8,0
3272.82,0
3268.85,400
3340.43,400
3340.43,400
3344.4,400
3340.43,400
3344.4,400
3344.4,400
3336.45,400
3340.43,400
3340.43,400
3340.43,400
3336.45,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3336.45,400
3336.45,400
3340.43,400
3336.45,400
3340.43,400
3336.45,400
3340.43,400
3336.45,400
3340.43,400
3336.45,400
3340.43,400
3336.45,400
3336.45,400
3340.43,400
3336.45,400
3340.43,400
3340.43,400
3336.45,400
3340.43,400
3340.43,400
3332.47,400
3336.45,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3336.45,400
3336.45,400
3340.43,400
3332.47,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3336.45,400
3340.43,400
3348.38,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3344.4,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3344.4,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3344.4,400
3344.4,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3344.4,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3344.4,400
3344.4,400
3340.43,400
3340.43,400
3340.43,400
3340.43,400
3344.4,400
3340.43,400
3340.43,400
3344.4,400
3340.43,400
3344.4,400
3348.38,400
3348.38,400
3344.4,400
3340.43,400
3344.4,400
3348.38,400
3344.4,400
3348.38,400
3348.38,400
3344.4,400
3348.38,400
3348.38,400
3344.4,400
3344.4,400
3344.4,400
3348.38,400
3344.4,400
3348.38,400
3348.38,400
3344.4,400
3348.38,400
3348.38,400
3348.38,400
3344.4,400
3352.36,400
3352.36,400
3344.4,400
3352.36,400
3348.38,400
3352.36,400
3352.36,400
3360.31,400
3356.33,400
3352.36,400
3348.38,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3348.38,400
3348.38,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3352.36,400
3356.33,400
3352.36,400
3356.33,400
3352.36,400
3356.33,400
3352.36,400
3360.31,400
3352.36,400
3356.33,400
3352.36,400
3356.33,400
3352.36,400
3356.33,400
3356.33,400
3356.33,400
3356.33,400
3360.31,400
3356.33,400
3356.33,400
3356.33,400
3356.33,400
3356.33,400
3360.31,400
3356.33,400
3356.33,400
3356.33,400
3356.33,400
3356.33,400
3356.33,400
3356.33,400
3360.31,400
3356.33,400
3356.33,400
3356.33,400
3360.31,400
3356.33,400
3364.29,400
3360.31,400
3356.33,400
3364.29,400
3360.31,400
3360.31,400
3360.31,400
3360.31,400
3356.33,400
3360.31,400
3364.29,400
3368.26,400
3360.31,400
3360.31,400
3364.29,400
3360.31,400
3360.31,400
3360.31,400
3364.29,400
3360.31,400
3360.31,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3360.31,400
3360.31,400
3364.29,400
3360.31,400
3360.31,400
3364.29,400
3368.26,400
3360.31,400
3368.26,400
3360.31,400
3360.31,400
3364.29,400
3364.29,400
3364.29,400
3368.26,400
3364.29,400
3368.26,400
3364.29,400
3364.29,400
3364.29,400
3364.29,400
3368.26,400
3368.26,400
3364.29,400
3364.29,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3364.29,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3364.29,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3364.29,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3368.26,400
3372.24,400
3368.26,400
3372.24,400
3372.24,400
3372.24,400
3368.26,400
3372.24,400
3372.24,400
3372.24,400
3368.26,400
3372.24,400
3372.24,400
3368.26,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3368.26,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3376.22,400
3376.22,400
3372.24,400
3372.24,400
3372.24,400
3376.22,400
3376.22,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3384.17,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3372.24,400
3376.22,400
3372.24,400
3372.24,400
3372.24,400
3376.22,400
3376.22,400
3376.22,400
3372.24,400
3380.19,400
3372.24,400
3372.24,400
3380.19,400
3372.24,400
3380.19,400
3372.24,400
3376.22,400
3376.22,400
3376.22,400
3376.22,400
3376.22,400
3376.22,400
3376.22,400
3376.22,400
3376.22,400
3376.22,400
3380.19,400
3380.19,400
3380.19,400
3380.19,400
3380.19,400
3380.19,400
3380.19,400
3376.22,400
3376.22,400
3380.19,400
3376.22,400
3376.22,400
3380.19,400
3380.19,400
3380.19,400
3380.19,400
3376.22,400
3376.22,400
3380.19,400
3380.19,400
3376.22,400
3388.15,400
3380.19,400
3376.22,400
3380.19,400
3380.19,400
3380.19,400
3380.19,400
3376.22,400
3380.19,400
3376.22,400
3376.22,400
3380.19,400
3384.17,400
3388.15,400
3384.17,400
3388.15,400
3384.17,400
3380.19,400
3380.19,400
3384.17,400
3380.19,400
3384.17,400
3384.17,400
3380.19,400
3384.17,400
3384.17,400
3384.17,400
3380.19,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3380.19,400
3380.19,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3396.1,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3380.19,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3384.17,400
3388.15,400
3380.19,400
3384.17,400
3384.17,400
3388.15,400
3384.17,400
3388.15,400
3388.15,400
3388.15,400
3384.17,400
3384.17,400
3384.17,400
3388.15,400
3388.15,400
3388.15,400
3384.17,400
3384.17,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
3388.15,400
