0,31.81,0.40,1,0.00
1,39.77,0.10,2,0.00
1,55.67,0.50,2,0.00
1,63.63,0.10,3,0.00
1,79.53,0.30,3,0.00
1,87.49,0.30,4,0.00
1,95.44,0.10,4,0.00
1,103.39,0.40,5,0.00
1,119.30,0.00,5,0.00
1,127.25,0.20,6,0.00
1,135.21,0.20,6,0.00
1,143.16,0.20,7,0.00
1,151.11,0.40,7,0.00
1,159.07,0.40,8,0.00
1,167.02,0.20,8,0.00
1,167.02,0.00,9,0.00
1,174.97,0.50,9,0.00
1,182.93,0.20,10,0.00
1,182.93,0.20,10,0.00
1,190.88,0.10,11,0.00
1,190.88,-0.20,11,0.00
1,198.83,0.20,12,0.00
1,198.83,0.40,12,0.00
1,198.83,0.20,13,0.00
1,206.79,0.00,13,0.00
1,206.79,0.30,14,0.00
1,206.79,0.20,14,0.00
1,206.79,0.10,15,0.00
1,206.79,0.20,15,0.00
1,206.79,-0.20,16,0.00
1,206.79,0.00,16,0.00
1,206.79,0.10,17,0.00
1,206.79,0.00,17,0.00
1,198.83,0.00,18,0.00
1,198.83,0.10,18,0.00
1,198.83,-0.20,19,0.00
1,198.83,0.00,19,0.00
1,190.88,0.00,20,0.00
1,190.88,0.10,20,0.00
1,182.93,-0.20,21,0.00
1,182.93,0.20,21,0.00
1,174.97,0.20,22,0.00
1,174.97,0.10,22,0.00
1,167.02,0.00,23,0.00
1,167.02,0.40,23,0.00
1,159.07,0.10,24,0.00
1,151.11,-0.10,24,0.00
1,151.11,0.40,25,0.00
1,143.16,0.00,25,0.00
1,143.16,0.00,26,0.00
1,135.21,0.10,26,0.00
1,135.21,0.10,27,0.00
1,127.25,0.20,27,0.00
1,119.30,-0.10,28,0.00
1,119.30,-0.10,28,0.00
1,111.35,-0.20,29,0.00
1,103.39,0.00,29,0.00
1,103.39,-0.10,30,0.00
1,95.44,0.10,30,0.00
1,95.44,0.10,31,0.00
1,87.49,0.10,31,0.00
1,79.53,-0.10,32,0.00
1,79.53,0.10,32,0.00
1,79.53,0.00,33,0.00
1,71.58,0.10,33,0.00
1,71.58,0.00,34,0.00
1,71.58,-0.10,34,0.00
1,63.63,0.00,35,0.00
1,63.63,-0.20,35,0.00
1,63.63,0.00,36,0.00
1,63.63,0.10,36,0.00
1,63.63,0.20,37,0.00
1,63.63,0.00,37,0.00
1,63.63,0.00,38,0.00
1,63.63,0.00,38,0.00
1,63.63,0.00,39,0.00
1,63.63,-0.20,39,0.00
1,63.63,-0.10,40,0.00
1,63.63,0.20,40,0.00
1,71.58,0.10,41,0.00
1,71.58,0.30,41,0.00
1,71.58,0.10,42,0.00
1,71.58,-0.10,42,0.00
1,79.53,0.00,43,0.00
1,79.53,0.10,43,0.00
1,79.53,0.10,44,0.00
1,79.53,0.10,44,0.00
1,79.53,0.00,45,0.00
1,87.49,0.10,45,0.00
1,87.49,0.00,46,0.00
1,87.49,0.20,46,0.00
1,87.49,0.10,47,0.00
1,95.44,0.20,47,0.00
1,95.44,0.00,48,0.00
1,95.44,0.00,48,0.00
1,95.44,0.10,49,0.00
1,95.44,-0.10,49,0.00
1,95.44,0.10,50,0.00
1,95.44,-0.10,50,0.00
1,95.44,0.00,51,0.00
1,95.44,0.20,51,0.00
1,95.44,0.10,52,0.00
1,95.44,0.40,52,0.00
1,87.49,0.10,53,0.00
1,87.49,0.00,53,0.00
1,87.49,0.10,54,0.00
1,87.49,-0.10,54,0.00
1,79.53,0.10,55,0.00
1,79.53,0.00,55,0.00
1,79.53,0.10,56,0.00
1,71.58,-0.20,56,0.00
1,71.58,-0.10,57,0.00
1,71.58,-0.10,57,0.00
1,63.63,0.00,58,0.00
1,63.63,0.10,58,0.00
1,55.67,0.30,59,0.00
1,55.67,0.20,59,0.00
1,47.72,0.10,60,0.00
1,47.72,0.10,60,0.00
1,47.72,0.00,61,0.00
1,55.67,-0.20,61,0.00
1,63.63,0.00,62,0.00
1,63.63,-0.20,62,0.00
1,63.63,0.00,63,0.00
1,63.63,-0.20,63,0.00
1,63.63,-0.10,64,0.00
1,55.67,-0.40,64,0.00
1,71.58,-0.20,65,0.00
1,135.21,-0.70,65,0.00
1,381.76,-3.80,66,0.00
1,676.04,-10.70,66,0.00
1,1145.29,-22.80,67,0.00
1,1773.61,-40.30,67,0.00
1,2378.07,-55.40,68,0.00
1,2974.57,-64.20,68,0.00
1,3610.84,-70.30,69,0.00
